STT,Mã CK▲,Tên công ty,Ngành,Sàn,Khối lượng NY/ĐKGD
275,DC2,CTCP Đầu tư - Phát triển - Xây dựng (DIC) Số 2,Tư liệu sản xuất,HNX,10975650
276,DC4,CTCP Xây dựng DIC Holdings,Tư liệu sản xuất,HOSE,86623900
277,DCF,CTCP Xây dựng và Thiết kế Số 1,Tư liệu sản xuất,UPCoM,30000000
278,DCG,CTCP Tổng Công ty May Đáp Cầu,Hàng tiêu dùng và trang trí,UPCoM,6825000
279,DCH,CTCP Địa chính Hà Nội,Dịch vụ chuyên biệt và thương mại,UPCoM,2880000
280,DCL,CTCP Dược phẩm Cửu Long,"Dược phẩm, Công nghệ sinh học và Khoa học thường thức",HOSE,73041030
281,DCM,CTCP Phân bón Dầu khí Cà Mau,Nguyên vật liệu,HOSE,529400000
282,DCR,CTCP Gạch men Cosevco,Nguyên vật liệu,UPCoM,6500000
283,DCS,CTCP Tập đoàn Đại Châu,Nguyên vật liệu,UPCoM,60310988
284,DCT,CTCP Tấm lợp Vật liệu Xây dựng Đồng Nai,Nguyên vật liệu,UPCoM,27223647
285,DDB,CTCP Thương mại và Xây dựng Đông Dương,Nguyên vật liệu,UPCoM,12000000
286,DDG,CTCP Đầu tư Công nghiệp Xuất nhập khẩu Đông Dương,Dịch vụ tiện ích,HNX,59839886
287,DDH,CTCP Đảm bảo Giao thông Đường thủy Hải Phòng,Vận tải,UPCoM,3600000
288,DDM,CTCP Hàng Hải Đông Đô,Vận tải,UPCoM,12244495
289,DDN,CTCP Dược và Thiết bị Y tế Đà Nẵng,Bán lẻ thực phẩm và nhu yếu phẩm,UPCoM,15349328
290,DDV,CTCP DAP - VINACHEM,Nguyên vật liệu,UPCoM,146109900
291,DFC,CTCP Xích líp Đông Anh,Xe và linh kiện,UPCoM,11400000
292,DFF,CTCP Tập đoàn Đua Fat,Tư liệu sản xuất,UPCoM,80000000
293,DGC,CTCP Tập đoàn Hóa chất Đức Giang,Nguyên vật liệu,HOSE,379779286
294,DGT,CTCP Công trình Giao thông Đồng Nai,Nguyên vật liệu,UPCoM,79000000
295,DGW,CTCP Thế Giới Số,Phân phối và bán lẻ hàng lâu bền,HOSE,219320169
296,DHA,CTCP Hóa An,Nguyên vật liệu,HOSE,15119946
297,DHB,CTCP Phân đạm và Hóa chất Hà Bắc,Nguyên vật liệu,UPCoM,272200000
298,DHC,CTCP Đông Hải Bến Tre,Nguyên vật liệu,HOSE,80493048
299,DHD,CTCP Dược Vật tư Y tế Hải Dương,"Dược phẩm, Công nghệ sinh học và Khoa học thường thức",UPCoM,27947317
300,DHG,CTCP Dược Hậu Giang,"Dược phẩm, Công nghệ sinh học và Khoa học thường thức",HOSE,130746071
301,DHM,CTCP Thương mại và Khai thác Khoáng sản Dương Hiếu,Nguyên vật liệu,HOSE,34535699
302,DHN,CTCP Dược phẩm Hà Nội,"Dược phẩm, Công nghệ sinh học và Khoa học thường thức",UPCoM,6290900
303,DHP,CTCP Điện cơ Hải Phòng,Hàng tiêu dùng và trang trí,HNX,9492200
304,DHT,CTCP Dược phẩm Hà Tây,"Dược phẩm, Công nghệ sinh học và Khoa học thường thức",HNX,82341773
305,DIC,CTCP Đầu tư và Thương mại DIC,Nguyên vật liệu,UPCoM,26585840
306,DID,CTCP DIC - Đồng Tiến,Nguyên vật liệu,UPCoM,15622552
307,DIG,Tổng Công ty cổ phần Đầu tư Phát triển Xây dựng,Phát triển và quản lý bất động sản,HOSE,609851995
308,DIH,CTCP Đầu tư Phát triển Xây dựng - Hội An,Tư liệu sản xuất,HNX,6879164
309,DKC,CTCP Chợ Lạng Sơn,Phát triển và quản lý bất động sản,UPCoM,2288540
310,DKG,CTCP Vôi công nghiệp DLH,Nguyên vật liệu,UPCoM,14375000
311,DKW,CTCP Cấp nước sinh hoạt Châu Thành,Dịch vụ tiện ích,UPCoM,4378120
312,DL1,CTCP Tập đoàn Alpha Seven,Dịch vụ tiện ích,HNX,106236094
313,DLD,CTCP Du lịch Đắk Lắk,Dịch vụ tiêu dùng,UPCoM,9307415
314,DLG,CTCP Tập đoàn Đức Long Gia Lai,Công nghệ phần cứng và thiết bị,HOSE,299309720
315,DLR,CTCP Địa ốc Đà Lạt,Tư liệu sản xuất,UPCoM,4500000
316,DLT,CTCP Du lịch và Thương mại - Vinacomin,Tư liệu sản xuất,UPCoM,2500056
317,DM7,CTCP Dệt May 7,Hàng tiêu dùng và trang trí,UPCoM,15411100
318,DMC,CTCP Xuất nhập khẩu Y Tế Domesco,"Dược phẩm, Công nghệ sinh học và Khoa học thường thức",HOSE,34727465
319,DMN,CTCP Domenal,"Thực phẩm, đồ uống và thuốc lá",UPCoM,12500000
320,DMS,CTCP Hóa phẩm Dầu khí DMC - Miền Nam,Nguyên vật liệu,UPCoM,4000000
321,DNA,CTCP Điện Nước An Giang,Dịch vụ tiện ích,UPCoM,56329567
322,DNC,CTCP Điện Nước Lắp máy Hải Phòng,Dịch vụ tiện ích,HNX,8027780
323,DND,CTCP Đầu tư Xây dựng và Vật liệu Đồng Nai,Nguyên vật liệu,UPCoM,12834000
324,DNE,CTCP Môi trường Đô thị Đà Nẵng,Dịch vụ tiện ích,UPCoM,5773600
325,DNH,CTCP Thủy điện Đa Nhim - Hàm Thuận - Đa Mi,Dịch vụ tiện ích,UPCoM,422400000
326,DNL,CTCP Logistics Cảng Đà Nẵng,Vận tải,UPCoM,4310000
327,DNM,Tổng Công ty cổ phần Y tế DANAMECO,Dịch vụ và thiết bị chăm sóc sức khỏe,UPCoM,5253070
328,DNN,CTCP Cấp nước Đà Nẵng,Dịch vụ tiện ích,UPCoM,57964061
329,DNP,CTCP DNP Holding,Dịch vụ tiện ích,HNX,140974846
330,DNT,CTCP Du lịch Đồng Nai,Dịch vụ tiêu dùng,UPCoM,7459675
331,DNW,CTCP Cấp nước Đồng Nai,Dịch vụ tiện ích,UPCoM,120000000
332,DOC,CTCP Vật tư Nông Nghiệp Đồng Nai,Nguyên vật liệu,UPCoM,10000000
333,DOP,CTCP Vận tải Xăng dầu Đồng Tháp,Năng lượng,UPCoM,4719950
334,DP1,CTCP Dược phẩm Trung ương CPC1,Dịch vụ và thiết bị chăm sóc sức khỏe,UPCoM,20979000
335,DP2,CTCP Dược phẩm Trung ương 2,"Dược phẩm, Công nghệ sinh học và Khoa học thường thức",UPCoM,20000000
336,DP3,CTCP Dược phẩm Trung ương 3,"Dược phẩm, Công nghệ sinh học và Khoa học thường thức",HNX,21499933
337,DPC,CTCP Nhựa Đà Nẵng,Nguyên vật liệu,UPCoM,2237280
338,DPG,CTCP Tập đoàn Đạt Phương,Tư liệu sản xuất,HOSE,62999554
339,DPH,CTCP Dược phẩm Hải Phòng,"Dược phẩm, Công nghệ sinh học và Khoa học thường thức",UPCoM,3000000
340,DPM,Tổng Công ty Phân bón và Hóa chất Dầu khí - CTCP,Nguyên vật liệu,HOSE,391400000
341,DPP,CTCP Dược Đồng Nai,"Dược phẩm, Công nghệ sinh học và Khoa học thường thức",UPCoM,3000010
342,DPR,CTCP Cao su Đồng Phú,Nguyên vật liệu,HOSE,86885932
343,DPS,CTCP Đầu tư Phát triển Sóc Sơn,Phân phối và bán lẻ hàng lâu bền,UPCoM,31085257
344,DQC,CTCP Tập đoàn Điện Quang,Tư liệu sản xuất,HOSE,34359416
345,DRC,CTCP Cao su Đà Nẵng,Xe và linh kiện,HOSE,118792605
346,DRG,CTCP Cao su Đắk Lắk,Nguyên vật liệu,UPCoM,1658400
347,DRH,CTCP DRH Holdings,Phát triển và quản lý bất động sản,HOSE,124353866
348,DRI,CTCP Đầu tư Cao su Đắk Lắk,Nguyên vật liệu,UPCoM,73200000
349,DRL,CTCP Thủy điện - Điện Lực 3,Dịch vụ tiện ích,HOSE,9500000
350,DS3,CTCP Quản lý Đường sông Số 3,Vận tải,HNX,10669730
351,DSD,CTCP DHC Suối Đôi,Dịch vụ tiêu dùng,UPCoM,47100000
352,DSG,CTCP Kính Đáp Cầu,Tư liệu sản xuất,UPCoM,30000000
353,DSH,CTCP Đầu tư Hạ tầng Đông Sơn,Tư liệu sản xuất,UPCoM,10000000
354,DSN,CTCP Công viên nước Đầm Sen,Dịch vụ tiêu dùng,HOSE,12083009
355,DSP,CTCP Dịch vụ Du lịch Phú Thọ,Dịch vụ tiêu dùng,UPCoM,118684000
356,DST,CTCP Đầu tư Sao Thăng Long,Phân phối và bán lẻ hàng lâu bền,HNX,32300000
357,DTA,CTCP Đệ Tam,Phát triển và quản lý bất động sản,HOSE,18059832
358,DTB,CTCP Công trình Đô thị Bảo Lộc,Dịch vụ chuyên biệt và thương mại,UPCoM,1558248
359,DTC,CTCP Viglacera Đông Triều,Nguyên vật liệu,UPCoM,10000000
360,DTD,CTCP Đầu tư Phát triển Thành Đạt,Phát triển và quản lý bất động sản,HNX,57488785
361,DTE,CTCP Đầu tư Năng lượng Đại Trường Thành Holdings,Dịch vụ tiện ích,UPCoM,50725887
362,DTG,CTCP Dược phẩm Tipharco,"Dược phẩm, Công nghệ sinh học và Khoa học thường thức",HNX,8352573
363,DTH,CTCP Dược Vật tư Y Tế Thanh Hóa,"Dược phẩm, Công nghệ sinh học và Khoa học thường thức",UPCoM,7471614
364,DTI,CTCP Đầu tư Đức Trung,Phát triển và quản lý bất động sản,UPCoM,13488800
365,DTK,Tổng Công ty Điện lực TKV - CTCP,Dịch vụ tiện ích,HNX,682767475
366,DTL,CTCP Đại Thiên Lộc,Nguyên vật liệu,HOSE,61435604
367,DTP,CTCP Dược phẩm CPC1 Hà Nội,"Dược phẩm, Công nghệ sinh học và Khoa học thường thức",UPCoM,16229042
368,DTT,CTCP Kỹ nghệ Đô Thành,Nguyên vật liệu,HOSE,8151820
369,DUS,CTCP Dịch vụ Đô thị Đà Lạt,Dịch vụ chuyên biệt và thương mại,UPCoM,5614300
370,DVC,CTCP Thương mại Dịch vụ Tổng hợp Cảng Hải Phòng,Phân phối và bán lẻ hàng lâu bền,UPCoM,10793670
371,DVG,CTCP Đại Việt Group DVG,Nguyên vật liệu,UPCoM,28000000
372,DVM,CTCP Dược liệu Việt Nam,"Dược phẩm, Công nghệ sinh học và Khoa học thường thức",HNX,42779916
373,DVN,Tổng Công ty Dược Việt Nam - CTCP,"Dược phẩm, Công nghệ sinh học và Khoa học thường thức",UPCoM,237000000
374,DVP,CTCP Đầu tư và Phát triển Cảng Đình Vũ,Vận tải,HOSE,40000000
375,DVW,CTCP Dịch vụ và Xây dựng Cấp nước Đồng Nai,Dịch vụ tiện ích,UPCoM,2345000
376,DWC,CTCP Cấp nước Đắk Lắk,Dịch vụ tiện ích,UPCoM,20172800
377,DWS,CTCP Cấp nước và Môi trường đô thị Đồng Tháp,Dịch vụ tiện ích,UPCoM,25918130
378,DXG,CTCP Tập đoàn Đất Xanh,Phát triển và quản lý bất động sản,HOSE,872597469
379,DXL,CTCP Du Lịch và Xuất nhập khẩu Lạng Sơn,Dịch vụ tiêu dùng,UPCoM,3957900
380,DXP,CTCP Cảng Đoạn Xá,Nguyên vật liệu,HNX,59910133
381,DXS,CTCP Dịch vụ Bất động sản Đất Xanh,Phát triển và quản lý bất động sản,HOSE,579103124
382,DXV,CTCP VICEM Vật liệu Xây dựng Đà Nẵng,Nguyên vật liệu,HOSE,9900000
383,DZM,CTCP Cơ điện Dzĩ An,Tư liệu sản xuất,UPCoM,5395985
384,E12,CTCP Xây dựng Điện VNECO12,Tư liệu sản xuất,UPCoM,1200000
385,E29,CTCP Đầu tư Xây dựng và Kỹ thuật 29,Tư liệu sản xuất,UPCoM,5000000
386,EBS,CTCP Sách Giáo dục tại Thành phố Hà Nội,Truyền thông và giải trí,HNX,10219484
387,ECI,CTCP Tập Đoàn ECI,Truyền thông và giải trí,HNX,1860000
388,ECO,CTCP Nhựa sinh thái Việt Nam,Nguyên vật liệu,UPCoM,20000000
389,EFI,CTCP Đầu tư Tài chính Giáo dục,Dịch vụ chuyên biệt và thương mại,UPCoM,10880000
390,EIC,CTCP EVN Quốc tế,Dịch vụ chuyên biệt và thương mại,UPCoM,36677145
391,EID,CTCP Đầu tư và Phát triển Giáo dục Hà Nội,Truyền thông và giải trí,HNX,15000000
392,EIN,CTCP Đầu tư - Thương mại - Dịch vụ Điện Lực,Dịch vụ tiêu dùng,UPCoM,45407161
393,ELC,CTCP Công Nghệ - Viễn Thông Elcom,Phần mềm và dịch vụ,HOSE,87453925
394,EME,CTCP Điện cơ,Nguyên vật liệu,UPCoM,3780298
395,EMG,CTCP Thiết bị Phụ Tùng Cơ Điện,Tư liệu sản xuất,UPCoM,3000000
396,EMS,Tổng Công ty Chuyển phát nhanh Bưu Điện - CTCP,Vận tải,UPCoM,20999440
397,EPC,CTCP Cà phê Ea Pốk,"Thực phẩm, đồ uống và thuốc lá",UPCoM,9388500
398,EPH,CTCP Dịch vụ Xuất bản Giáo dục Hà Nội,Truyền thông và giải trí,UPCoM,2500000
399,EVE,CTCP Everpia,Hàng tiêu dùng và trang trí,HOSE,41979773
400,EVG,CTCP Tập đoàn EverLand,Phát triển và quản lý bất động sản,HOSE,215249836
401,FBA,CTCP Tập đoàn Quốc tế FBA,Phân phối và bán lẻ hàng lâu bền,UPCoM,3414900
402,FBC,CTCP Cơ khí Phổ Yên,Xe và linh kiện,UPCoM,3700000
403,FCC,CTCP Liên hợp Thực phẩm,Phát triển và quản lý bất động sản,UPCoM,5997040
404,FCM,CTCP Khoáng sản FECON,Nguyên vật liệu,HOSE,46226626
405,FCN,CTCP FECON,Tư liệu sản xuất,HOSE,157439005
406,FCS,CTCP Lương thực Thành phố Hồ Chí Minh,"Thực phẩm, đồ uống và thuốc lá",UPCoM,29450000
407,FDC,CTCP Ngoại thương và Phát triển Đầu tư Thành phố Hồ Chí Minh,Phát triển và quản lý bất động sản,HOSE,38629988
408,FGL,CTCP Cà phê Gia Lai,"Thực phẩm, đồ uống và thuốc lá",UPCoM,14676300
409,FHN,CTCP Xuất nhập khẩu Lương thực Thực phẩm Hà Nội,"Thực phẩm, đồ uống và thuốc lá",UPCoM,3000000
410,FHS,CTCP Phát hành Sách Thành phố Hồ Chí Minh,Phân phối và bán lẻ hàng lâu bền,UPCoM,12751462
411,FIC,Tổng Công ty Vật liệu Xây dựng số 1 - CTCP,Nguyên vật liệu,UPCoM,127000000
412,FID,CTCP Đầu tư và Phát triển Doanh nghiệp Việt Nam,Phân phối và bán lẻ hàng lâu bền,HNX,24715958
413,FIR,CTCP Địa ốc First Real,Phát triển và quản lý bất động sản,HOSE,64245281
414,FIT,CTCP Tập đoàn F.I.T,"Dược phẩm, Công nghệ sinh học và Khoa học thường thức",HOSE,339933034
415,FLC,CTCP Tập đoàn FLC,Nguyên vật liệu,UPCoM,709997807
416,FMC,CTCP Thực phẩm Sao Ta,"Thực phẩm, đồ uống và thuốc lá",HOSE,65388889
417,FOC,CTCP Dịch vụ Trực tuyến FPT,Truyền thông và giải trí,UPCoM,18471275
418,FOX,CTCP Viễn thông FPT,Dịch vụ viễn thông,UPCoM,492509164
419,FPT,CTCP FPT,Phần mềm và dịch vụ,HOSE,1471069183
420,FRC,CTCP Lâm đặc sản Xuất khẩu Quảng Nam,Nguyên vật liệu,UPCoM,3000000
421,FRM,CTCP Lâm Nghiệp Sài Gòn,Nguyên vật liệu,UPCoM,11700000
422,FRT,CTCP Bán lẻ Kỹ thuật số FPT,Phân phối và bán lẻ hàng lâu bền,HOSE,136242389
423,FSO,CTCP Cơ khí đóng tàu Thủy sản Việt Nam,Nguyên vật liệu,UPCoM,5624966
424,FT1,CTCP Phụ tùng Máy số 1,Xe và linh kiện,UPCoM,7079853
425,FTI,CTCP Công nghiệp - Thương mại Hữu Nghị,Hàng tiêu dùng và trang trí,UPCoM,3943710
426,FTM,CTCP Đầu tư và Phát triển Đức Quân,Hàng tiêu dùng và trang trí,UPCoM,50000000
427,FUETCC50,Chứng chỉ Quỹ ETF TECHCOM CAPITAL VNX50,Dịch vụ tài chính,HOSE,6300000
428,G20,CTCP Đầu tư Dệt may Vĩnh Phúc,Hàng tiêu dùng và trang trí,UPCoM,14400000
429,G36,Tổng Công ty 36 - CTCP,Tư liệu sản xuất,UPCoM,103745067
430,GAB,CTCP Đầu tư Khai Khoáng và Quản lý Tài sản FLC,Nguyên vật liệu,UPCoM,14903987
431,GAS,Tổng Công ty Khí Việt Nam - CTCP,Dịch vụ tiện ích,HOSE,2342672919
432,GCB,CTCP Petec Bình Định,Nguyên vật liệu,UPCoM,4039147
433,GCF,CTCP Thực phẩm G.C,"Thực phẩm, đồ uống và thuốc lá",UPCoM,32179999
434,GDA,CTCP Tôn Đông Á,Nguyên vật liệu,UPCoM,114691510
435,GDT,CTCP Chế biến Gỗ Đức Thành,Hàng tiêu dùng và trang trí,HOSE,23883557
436,GDW,CTCP Cấp nước Gia Định,Dịch vụ tiện ích,HNX,9500000
437,GEE,CTCP Điện lực Gelex,Tư liệu sản xuất,HOSE,305000000
438,GEG,CTCP Điện Gia Lai,Dịch vụ tiện ích,HOSE,358308371
439,GER,CTCP Thể thao Ngôi sao Geru,Xe và linh kiện,UPCoM,2200000
440,GEX,CTCP Tập đoàn GELEX,Tư liệu sản xuất,HOSE,859429793
441,GGG,CTCP Ô tô Giải Phóng,Xe và linh kiện,UPCoM,29388589
442,GH3,CTCP Công trình Giao thông Hà Nội,Tư liệu sản xuất,UPCoM,11500000
443,GHC,CTCP Thủy điện Gia Lai,Dịch vụ tiện ích,UPCoM,47662500
444,GIC,CTCP VSC Green Logistics,Vận tải,HNX,12120000
445,GIL,CTCP Sản xuất Kinh doanh và Xuất nhập khẩu Bình Thạnh,Hàng tiêu dùng và trang trí,HOSE,101600066
446,GKM,CTCP GKM Holdings,Nguyên vật liệu,HNX,31434237
447,GLC,CTCP Vàng Lào Cai,Nguyên vật liệu,UPCoM,10500000
448,GLT,CTCP Kỹ thuật Điện Toàn cầu,Dịch vụ viễn thông,HNX,10456092
449,GLW,CTCP Cấp thoát nước Gia Lai,Dịch vụ tiện ích,UPCoM,18000000
450,GMA,CTCP G-Automobile,Phân phối và bán lẻ hàng lâu bền,HNX,19999999
451,GMC,CTCP Garmex Sài Gòn,Hàng tiêu dùng và trang trí,UPCoM,33000259
452,GMD,CTCP Gemadept,Vận tải,HOSE,420192309
453,GMH,CTCP Minh Hưng Quảng Trị,Nguyên vật liệu,HOSE,16500000
454,GMX,CTCP Gạch ngói Gốm Xây dựng Mỹ Xuân,Nguyên vật liệu,HNX,9040697
455,GND,CTCP Gạch ngói Đồng Nai,Nguyên vật liệu,UPCoM,9000000
456,GPC,CTCP Tập đoàn Green+,Phân phối và bán lẻ hàng lâu bền,UPCoM,54072143
457,GSM,CTCP Thủy điện Hương Sơn,Dịch vụ tiện ích,UPCoM,28562000
458,GSP,CTCP Vận tải Sản Phẩm Khí Quốc tế,Năng lượng,HOSE,61379265
459,GTA,CTCP Chế biến gỗ Thuận An,Nguyên vật liệu,HOSE,10400000
460,GTD,CTCP Giầy Thượng Đình,Hàng tiêu dùng và trang trí,UPCoM,9300000
461,GTS,CTCP Công trình Giao thông Sài Gòn,Tư liệu sản xuất,UPCoM,28499764
462,GTT,CTCP Thuận Thảo,Dịch vụ tiêu dùng,UPCoM,43503000
463,GVR,Tập đoàn Công nghiệp Cao su Việt Nam - CTCP,Nguyên vật liệu,HOSE,4000000000
464,GVT,CTCP Giấy Việt Trì,Nguyên vật liệu,UPCoM,11605100
465,H11,CTCP Xây dựng HUD101,Tư liệu sản xuất,UPCoM,1060000
466,HAD,CTCP Bia Hà Nội - Hải Dương,"Thực phẩm, đồ uống và thuốc lá",HNX,4000000
467,HAF,CTCP Thực phẩm Hà Nội,"Thực phẩm, đồ uống và thuốc lá",UPCoM,14500000
468,HAG,CTCP Hoàng Anh Gia Lai,"Thực phẩm, đồ uống và thuốc lá",HOSE,1057467947
469,HAH,CTCP Vận tải và Xếp dỡ Hải An,Vận tải,HOSE,121343091
470,HAI,CTCP Nông dược H.A.I,Phân phối và bán lẻ hàng lâu bền,UPCoM,182682799
471,HAM,CTCP Vật tư Hậu Giang,Phân phối và bán lẻ hàng lâu bền,UPCoM,9638061
472,HAN,Tổng Công ty Xây dựng Hà Nội - CTCP,Tư liệu sản xuất,UPCoM,141048000
473,HAP,CTCP Tập đoàn Hapaco,Nguyên vật liệu,HOSE,111097772
474,HAR,CTCP Đầu tư Thương mại Bất động sản An Dương Thảo Điền,Phát triển và quản lý bất động sản,HOSE,101350100
475,HAS,CTCP Hacisco,Tư liệu sản xuất,HOSE,8000000
476,HAT,CTCP Thương mại Bia Hà Nội,"Thực phẩm, đồ uống và thuốc lá",HNX,3123000
477,HAV,CTCP Rượu Hapro,Phát triển và quản lý bất động sản,UPCoM,3297860
478,HAX,CTCP Dịch vụ Ô tô Hàng Xanh,Phân phối và bán lẻ hàng lâu bền,HOSE,107439681
479,HBC,CTCP Tập đoàn Xây dựng Hòa Bình,Tư liệu sản xuất,UPCoM,347213270
480,HBD,CTCP Bao Bì PP Bình Dương,Nguyên vật liệu,UPCoM,2011100
481,HBH,CTCP Habeco - Hải Phòng,"Thực phẩm, đồ uống và thuốc lá",UPCoM,16000000
482,HC1,CTCP Xây dựng Số 1 Hà Nội,Tư liệu sản xuất,UPCoM,8000000
483,HC3,CTCP Xây dựng Số 3 Hải Phòng,Phát triển và quản lý bất động sản,UPCoM,20685717
484,HCB,CTCP Dệt may 29/3,Hàng tiêu dùng và trang trí,UPCoM,5199274
485,HCC,CTCP Bê tông Hòa Cầm - Intimex,Nguyên vật liệu,HNX,6518586
486,HCD,CTCP Đầu tư Sản xuất và Thương mại HCD,Tư liệu sản xuất,HOSE,36958816
487,HCI,CTCP Đầu tư Xây dựng Hà Nội,Phát triển và quản lý bất động sản,UPCoM,5232000
488,HCT,CTCP Thương mại Dịch vụ Vận tải Xi măng Hải Phòng,Vận tải,HNX,2016385
489,HD2,CTCP Đầu tư Phát triển Nhà HUD2,Hàng tiêu dùng và trang trí,UPCoM,8962353
490,HD6,CTCP Đầu tư và Phát triển Nhà Số 6 Hà Nội,Phát triển và quản lý bất động sản,UPCoM,15120000
491,HD8,CTCP Đầu tư Phát triển Nhà và Đô thị HUD8,Phát triển và quản lý bất động sản,UPCoM,10000000
492,HDA,CTCP Hãng sơn Đông Á,Nguyên vật liệu,HNX,27599967
493,HDC,CTCP Phát triển Nhà Bà Rịa - Vũng Tàu,Phát triển và quản lý bất động sản,HOSE,178354966
494,HDG,CTCP Tập đoàn Hà Đô,Dịch vụ tiện ích,HOSE,336331529
495,HDM,CTCP Dệt may Huế,Hàng tiêu dùng và trang trí,UPCoM,20096259
496,HDO,CTCP Hưng Đạo Container,Tư liệu sản xuất,UPCoM,16959879
497,HDP,CTCP Dược Hà Tĩnh,"Dược phẩm, Công nghệ sinh học và Khoa học thường thức",UPCoM,9934418
498,HDS,CTCP Giống cây trồng Hải Dương,"Thực phẩm, đồ uống và thuốc lá",UPCoM,5162924
499,HDW,CTCP Kinh doanh Nước sạch Hải Dương,Dịch vụ tiện ích,UPCoM,31882470
500,HEC,CTCP Tư vấn Xây dựng Thủy Lợi II,Tư liệu sản xuất,UPCoM,6000000
501,HEJ,Tổng Công ty Tư vấn Xây dựng Thủy lợi Việt Nam - CTCP,Dịch vụ chuyên biệt và thương mại,UPCoM,4400000
502,HEP,CTCP Môi trường và Công trình Đô thị Huế,Dịch vụ tiện ích,UPCoM,6000000
